date,product_name,quantity,type_movement
2019-02-04,Lait,642,import
2019-02-05,Tomate,492,import
2019-02-05,Ananas,430,import
2019-02-05,Courgette,270,import
2019-02-06,Lait,269,import
2019-02-07,Lait,-488,export
2019-02-07,Lait,591,import
2019-02-08,Poivron,285,import
2019-02-08,Lait,-394,export
2019-02-09,Banane,409,import
2019-02-10,Banane,345,import
2019-02-11,Courgette,-240,export
2019-02-12,Lait,-590,export
2019-02-12,Banane,441,import
2019-02-12,Poivron,295,import
2019-02-13,Lait,-461,export
2019-02-14,Banane,423,import
2019-02-15,Poivron,686,import
2019-02-16,Tomate,262,import
2019-02-17,Tomate,460,import
2019-02-17,Tomate,651,import
2019-02-19,Courgette,-364,export
2019-02-19,Ananas,524,import
2019-02-20,Lait,368,import
2019-02-20,Poivron,-7,loss
2019-02-20,Banane,-420,export
2019-02-21,Courgette,-503,export
2019-02-22,Ananas,-387,export
2019-02-22,Courgette,-356,export
2019-02-23,Poivron,343,import
2019-02-23,Ananas,483,import
2019-02-24,Lait,228,import
2019-02-24,Tomate,270,import
2019-02-24,Courgette,-457,export
2019-02-24,Banane,-371,export
2019-02-25,Poivron,216,import
2019-02-25,Lait,695,import
2019-02-25,Courgette,610,import
2019-02-26,Banane,-458,export
2019-02-26,Banane,303,import
2019-02-26,Lait,-690,export
2019-02-27,Tomate,-690,export
2019-02-28,Poivron,576,import
2019-02-28,Poivron,229,import
2019-02-28,Courgette,431,import
2019-03-01,Pomme,246,import
2019-03-01,Lait,686,import
2019-03-02,Pomme,566,import
2019-03-02,Pomme,276,import
2019-03-03,Pomme,-526,export
2019-03-04,Lait,-565,export
2019-03-06,Lait,-221,export
2019-03-06,Lait,646,import
2019-03-07,Courgette,-365,export
2019-03-08,Courgette,2,adjustment
2019-03-08,Courgette,-687,export
2019-03-11,Banane,-411,export
2019-03-11,Pomme,-491,export
2019-03-13,Pomme,-289,export
2019-03-13,Lait,668,import
2019-03-14,Lait,269,import
2019-03-14,Pomme,-505,export
2019-03-14,Courgette,605,import
2019-03-16,Lait,553,import
2019-03-16,Pomme,353,import
2019-03-17,Courgette,479,import
2019-03-17,Courgette,-249,export
2019-03-19,Banane,-650,export
2019-03-21,Pomme,275,import
2019-03-21,Banane,269,import
2019-03-22,Courgette,-208,export
2019-03-23,Pomme,-505,export
2019-03-24,Banane,625,import
2019-03-24,Courgette,-255,export
2019-03-24,Pomme,343,import
2019-03-26,Lait,528,import
2019-03-26,Banane,-25,adjustment
2019-03-26,Banane,339,import
2019-03-26,Banane,531,import
2019-03-26,Pomme,434,import
2019-03-26,Banane,615,import
2019-03-27,Courgette,294,import
2019-03-28,Lait,588,import
2019-03-29,Pomme,308,import
2019-03-29,Lait,586,import
2019-03-29,Pomme,-254,export
2019-03-30,Lait,344,import
2019-04-01,Banane,-476,export
2019-04-02,Lait,335,import
2019-04-03,Banane,51,adjustment
2019-04-03,Pomme,595,import
2019-04-04,Pomme,584,import
2019-04-04,Pomme,-26,loss
2019-04-05,Courgette,15,adjustment
2019-04-06,Lait,684,import
2019-04-06,Courgette,274,import
2019-04-06,Courgette,-13,loss
2019-04-06,Pomme,-203,export
2019-04-07,Banane,382,import
2019-04-08,Pomme,-331,export
2019-04-09,Courgette,635,import
2019-04-09,Lait,22,adjustment
2019-04-09,Courgette,-656,export
2019-04-10,Pomme,-208,export
2019-04-10,Pomme,548,import
2019-04-12,Pomme,-579,export
2019-04-12,Lait,-561,export
2019-04-14,Pomme,461,import
2019-04-15,Pomme,455,import
2019-04-16,Lait,274,import
2019-04-17,Lait,-448,export
2019-04-17,Courgette,-12,loss
2019-04-20,Courgette,-375,export
2019-04-21,Pomme,261,import
2019-04-22,Lait,588,import
2019-04-23,Courgette,565,import
2019-04-24,Pomme,-297,export
2019-04-24,Courgette,604,import
2019-04-26,Courgette,596,import
2019-04-26,Lait,-448,export
2019-04-27,Courgette,293,import
2019-04-27,Pomme,528,import
2019-04-27,Lait,559,import
2019-04-29,Courgette,621,import
2019-04-29,Banane,529,import
2019-04-30,Pomme,69,adjustment
2019-05-01,Lait,539,import
2019-05-01,Pomme,234,import
2019-05-03,Carotte,-495,export
2019-05-04,Banane,-502,export
2019-05-04,Pomme,-441,export
2019-05-04,Courgette,-589,export
2019-05-04,Lait,302,import
2019-05-05,Banane,352,import
2019-05-05,Courgette,-409,export
2019-05-06,Carotte,52,adjustment
2019-05-07,Pomme,-627,export
2019-05-08,Courgette,364,import
2019-05-08,Pomme,-316,export
2019-05-08,Courgette,-433,export
2019-05-09,Pomme,-569,export
2019-05-11,Lait,227,import
2019-05-11,Pomme,-650,export
2019-05-11,Pomme,335,import
2019-05-14,Lait,432,import
2019-05-14,Pomme,690,import
2019-05-15,Courgette,625,import
2019-05-18,Lait,494,import
2019-05-18,Carotte,-222,export
2019-05-20,Lait,-620,export
2019-05-20,Lait,-318,export
2019-05-21,Courgette,520,import
2019-05-21,Banane,681,import
2019-05-21,Carotte,531,import
2019-05-22,Pomme,-478,export
2019-05-25,Pomme,700,import
2019-05-25,Courgette,-223,export
2019-05-26,Pomme,-201,export
2019-05-27,Banane,-21,loss
2019-05-29,Courgette,273,import
2019-05-30,Pomme,311,import
2019-05-31,Courgette,472,import
2019-06-02,Pomme,-544,export
2019-06-02,Carotte,347,import
2019-06-03,Carotte,279,import
2019-06-04,Lait,-385,export
2019-06-04,Carotte,546,import
2019-06-05,Banane,204,import
2019-06-06,Pomme,512,import
2019-06-06,Carotte,-231,export
2019-06-07,Carotte,-521,export
2019-06-07,Banane,260,import
2019-06-07,Lait,-508,export
2019-06-10,Carotte,545,import
2019-06-10,Carotte,311,import
2019-06-12,Carotte,684,import
2019-06-14,Carotte,459,import
2019-06-15,Lait,-29,loss
2019-06-18,Lait,355,import
2019-06-18,Lait,-521,export
2019-06-20,Pomme,-267,export
2019-06-21,Pomme,-208,export
2019-06-21,Carotte,504,import
2019-06-22,Banane,-589,export
2019-06-23,Carotte,-501,export
2019-06-24,Lait,-627,export
2019-06-25,Banane,-481,export
2019-06-25,Carotte,616,import
2019-06-26,Banane,680,import
2019-06-27,Pomme,49,adjustment
2019-06-29,Lait,-564,export
2019-07-02,Lait,391,import
2019-07-02,Banane,286,import
2019-07-03,Banane,-494,export
2019-07-03,Carotte,454,import
2019-07-04,Carotte,-485,export
2019-07-08,Banane,619,import
2019-07-09,Carotte,-504,export
2019-07-11,Banane,508,import
2019-07-12,Lait,-317,export
2019-07-13,Carotte,393,import
2019-07-14,Banane,204,import
2019-07-16,Carotte,360,import
2019-07-17,Lait,494,import
2019-07-17,Carotte,506,import
2019-07-17,Lait,612,import
2019-07-18,Carotte,430,import
2019-07-18,Carotte,441,import
2019-07-18,Lait,-298,export
2019-07-20,Banane,316,import
2019-07-22,Banane,-26,loss
2019-07-23,Carotte,-642,export
2019-07-24,Banane,247,import
2019-07-26,Lait,-600,export
2019-07-27,Lait,-541,export
2019-07-27,Lait,236,import
2019-07-28,Carotte,475,import
2019-07-29,Banane,68,adjustment
2019-07-29,Carotte,-641,export
2019-07-31,Banane,568,import
2019-08-01,Banane,-628,export
2019-08-02,Carotte,305,import
2019-08-03,Banane,379,import
2019-08-04,Banane,509,import
2019-08-07,Carotte,464,import
2019-08-08,Lait,288,import
2019-08-10,Banane,-447,export
2019-08-11,Banane,-338,export
2019-08-11,Carotte,-547,export
2019-08-12,Carotte,244,import
2019-08-12,Carotte,647,import
2019-08-14,Carotte,624,import
2019-08-16,Banane,673,import
2019-08-17,Lait,559,import
2019-08-17,Banane,231,import
2019-08-17,Carotte,-510,export
2019-08-18,Lait,-264,export
2019-08-18,Lait,613,import
2019-08-20,Lait,-3,loss
2019-08-25,Carotte,294,import
2019-08-28,Carotte,-213,export
2019-08-29,Banane,66,adjustment
2019-08-29,Banane,476,import
2019-08-29,Carotte,-276,export
2019-08-30,Banane,435,import
2019-08-30,Carotte,-213,export
2019-08-31,Carotte,327,import
2019-09-02,Carotte,-544,export
2019-09-02,Tomate,-366,export
2019-09-04,Carotte,560,import
2019-09-07,Banane,257,import
2019-09-07,Carotte,-528,export
2019-09-07,Banane,346,import
2019-09-09,Tomate,-19,loss
2019-09-09,Carotte,-27,loss
2019-09-10,Tomate,488,import
2019-09-10,Lait,-27,loss
2019-09-11,Carotte,-9,loss
2019-09-11,Tomate,-636,export
2019-09-11,Tomate,319,import
2019-09-13,Lait,526,import
2019-09-15,Lait,432,import
2019-09-15,Tomate,683,import
2019-09-17,Banane,231,import
2019-09-17,Lait,596,import
2019-09-20,Tomate,-635,export
2019-09-21,Tomate,-379,export
2019-09-21,Carotte,309,import
2019-09-22,Lait,-395,export
2019-09-23,Lait,-696,export
2019-09-24,Tomate,388,import
2019-09-24,Lait,-15,loss
2019-09-25,Carotte,456,import
2019-09-26,Tomate,-215,export
2019-09-27,Carotte,-542,export
2019-09-27,Banane,438,import
2019-09-28,Carotte,662,import
2019-09-29,Lait,-238,export
2019-09-30,Carotte,381,import
2019-10-01,Tomate,572,import
2019-10-01,Poivron,-371,export
2019-10-01,Banane,314,import
2019-10-02,Tomate,-685,export
2019-10-02,Poivron,515,import
2019-10-03,Lait,-484,export
2019-10-05,Tomate,467,import
2019-10-06,Lait,456,import
2019-10-06,Banane,619,import
2019-10-06,Tomate,-349,export
2019-10-06,Banane,500,import
2019-10-07,Banane,581,import
2019-10-07,Poivron,679,import
2019-10-09,Tomate,-27,adjustment
2019-10-09,Poivron,626,import
2019-10-11,Tomate,508,import
2019-10-11,Tomate,480,import
2019-10-12,Banane,-12,loss
2019-10-12,Poivron,-290,export
2019-10-13,Banane,51,adjustment
2019-10-13,Lait,273,import
2019-10-13,Tomate,672,import
2019-10-14,Banane,642,import
2019-10-15,Lait,-268,export
2019-10-16,Lait,-658,export
2019-10-17,Poivron,634,import
2019-10-17,Lait,-500,export
2019-10-18,Lait,500,import
2019-10-18,Banane,445,import
2019-10-19,Banane,477,import
2019-10-22,Lait,542,import
2019-10-22,Poivron,438,import
2019-10-23,Lait,630,import
2019-10-24,Banane,422,import
2019-10-24,Tomate,-405,export
2019-10-25,Banane,616,import
2019-10-26,Banane,267,import
2019-10-26,Tomate,525,import
2019-10-26,Poivron,476,import
2019-10-26,Banane,575,import
2019-10-30,Poivron,-559,export
2019-10-31,Tomate,594,import
2019-10-31,Tomate,-468,export
2019-11-01,Tomate,273,import
2019-11-01,Tomate,-247,export
2019-11-02,Lait,250,import
2019-11-02,Tomate,-669,export
2019-11-04,Tomate,521,import
2019-11-04,Poivron,-26,loss
2019-11-04,Letchi,-442,export
2019-11-05,Lait,700,import
2019-11-06,Letchi,-479,export
2019-11-07,Lait,622,import
2019-11-08,Poivron,569,import
2019-11-10,Tomate,-641,export
2019-11-11,Letchi,574,import
2019-11-11,Banane,-535,export
2019-11-11,Tomate,-493,export
2019-11-12,Poivron,549,import
2019-11-13,Banane,343,import
2019-11-14,Tomate,581,import
2019-11-14,Tomate,412,import
2019-11-15,Poivron,-345,export
2019-11-15,Lait,417,import
2019-11-17,Lait,555,import
2019-11-17,Lait,-492,export
2019-11-17,Banane,-497,export
2019-11-18,Lait,591,import
2019-11-18,Poivron,321,import
2019-11-19,Poivron,408,import
2019-11-19,Lait,540,import
2019-11-20,Banane,265,import
2019-11-20,Tomate,428,import
2019-11-22,Letchi,-595,export
2019-11-23,Lait,-543,export
2019-11-23,Banane,-340,export
2019-11-23,Banane,600,import
2019-11-24,Poivron,17,adjustment
2019-11-24,Poivron,525,import
2019-11-25,Letchi,-349,export
2019-11-25,Letchi,-265,export
2019-11-27,Lait,336,import
2019-11-27,Poivron,-451,export
2019-11-29,Letchi,14,adjustment
2019-11-29,Poivron,-22,loss
2019-11-30,Lait,-12,loss
2019-11-30,Lait,-430,export
2019-11-30,Letchi,457,import
2019-12-01,Poivron,248,import
2019-12-01,Ananas,422,import
2019-12-02,Poivron,-368,export
2019-12-02,Letchi,447,import
2019-12-02,Lait,528,import
2019-12-02,Ananas,659,import
2019-12-03,Banane,-401,export
2019-12-04,Poivron,-28,adjustment
2019-12-04,Ananas,-561,export
2019-12-05,Tomate,252,import
2019-12-06,Letchi,368,import
2019-12-06,Tomate,-303,export
2019-12-07,Banane,470,import
2019-12-08,Poivron,398,import
2019-12-08,Tomate,585,import
2019-12-10,Banane,374,import
2019-12-10,Ananas,339,import
2019-12-10,Lait,311,import
2019-12-11,Tomate,399,import
2019-12-11,Ananas,-26,loss
2019-12-12,Tomate,250,import
2019-12-12,Poivron,254,import
2019-12-12,Ananas,-475,export
2019-12-12,Poivron,327,import
2019-12-13,Tomate,688,import
2019-12-14,Banane,662,import
2019-12-14,Lait,684,import
2019-12-15,Banane,693,import
2019-12-15,Lait,253,import
2019-12-15,Letchi,374,import
2019-12-16,Lait,-13,loss
2019-12-18,Letchi,-206,export
2019-12-18,Ananas,602,import
2019-12-18,Banane,215,import
2019-12-18,Banane,682,import
2019-12-19,Banane,351,import
2019-12-19,Poivron,11,adjustment
2019-12-19,Poivron,276,import
2019-12-19,Ananas,-14,loss
2019-12-19,Poivron,322,import
2019-12-20,Tomate,14,adjustment
2019-12-21,Lait,-690,export
2019-12-21,Poivron,567,import
2019-12-22,Letchi,538,import
2019-12-22,Tomate,214,import
2019-12-22,Poivron,-232,export
2019-12-22,Banane,423,import
2019-12-23,Poivron,-267,export
2019-12-23,Lait,278,import
2019-12-23,Ananas,673,import
2019-12-23,Tomate,40,adjustment
2019-12-24,Banane,-17,loss
2019-12-24,Tomate,-6,loss
2019-12-25,Poivron,-203,export
2019-12-25,Letchi,-435,export
2019-12-27,Letchi,623,import
2019-12-27,Banane,-592,export
2019-12-27,Tomate,528,import
2019-12-27,Ananas,-5,adjustment
2019-12-27,Letchi,520,import
2019-12-28,Banane,243,import
2019-12-28,Banane,-441,export
2019-12-29,Poivron,-576,export
2019-12-30,Poivron,540,import
2019-12-30,Poivron,-296,export
2019-12-30,Lait,670,import
2019-12-30,Letchi,-5,loss
2019-12-31,Lait,208,import
2020-01-01,Poivron,-559,export
2020-01-02,Banane,-491,export
2020-01-03,Banane,-689,export
2020-01-04,Ananas,-218,export
2020-01-04,Banane,-661,export
2020-01-04,Banane,697,import
2020-01-05,Lait,-700,export
2020-01-06,Ananas,473,import
2020-01-06,Ananas,304,import
2020-01-06,Poivron,68,adjustment
2020-01-06,Tomate,-305,export
2020-01-06,Lait,-607,export
2020-01-08,Tomate,510,import
2020-01-08,Poivron,341,import
2020-01-10,Lait,-396,export
2020-01-10,Lait,597,import
2020-01-10,Banane,518,import
2020-01-11,Ananas,369,import
2020-01-11,Poivron,11,adjustment
2020-01-12,Banane,-282,export
2020-01-13,Ananas,-619,export
2020-01-13,Ananas,485,import
2020-01-13,Lait,462,import
2020-01-14,Poivron,-261,export
2020-01-16,Lait,-576,export
2020-01-16,Ananas,650,import
2020-01-17,Lait,586,import
2020-01-17,Tomate,-467,export
2020-01-18,Ananas,332,import
2020-01-18,Ananas,389,import
2020-01-19,Poivron,-513,export
2020-01-19,Ananas,54,adjustment
2020-01-19,Lait,205,import
2020-01-20,Poivron,699,import
2020-01-20,Lait,236,import
2020-01-21,Banane,548,import
2020-01-22,Tomate,-628,export
2020-01-22,Tomate,-618,export
2020-01-23,Tomate,667,import
2020-01-23,Poivron,569,import
2020-01-23,Poivron,-13,loss
2020-01-23,Poivron,675,import
2020-01-24,Lait,588,import
2020-01-25,Tomate,601,import
2020-01-25,Tomate,422,import
2020-01-25,Ananas,214,import
2020-01-25,Banane,645,import
2020-01-25,Poivron,-458,export
2020-01-27,Poivron,-625,export
2020-01-27,Banane,494,import
2020-01-28,Poivron,-430,export
2020-01-28,Lait,567,import
2020-01-29,Banane,393,import
2020-01-29,Poivron,-30,loss
2020-01-29,Ananas,15,adjustment
2020-01-29,Lait,509,import
2020-01-29,Tomate,-451,export
2020-01-30,Banane,-200,export
2020-01-31,Ananas,-311,export
2020-01-31,Tomate,248,import
2020-02-02,Tomate,360,import
2020-02-02,Poivron,256,import
2020-02-02,Lait,490,import
2020-02-02,Courgette,523,import
2020-02-03,Poivron,-605,export
2020-02-03,Banane,-302,export
2020-02-05,Banane,57,adjustment
2020-02-06,Courgette,-691,export
2020-02-07,Courgette,20,adjustment
2020-02-08,Courgette,-683,export
2020-02-08,Tomate,698,import
2020-02-09,Poivron,-287,export
2020-02-10,Poivron,-6,loss
2020-02-10,Lait,691,import
2020-02-10,Courgette,350,import
2020-02-11,Ananas,367,import
2020-02-11,Tomate,510,import
2020-02-11,Ananas,278,import
2020-02-12,Lait,659,import
2020-02-12,Lait,446,import
2020-02-12,Tomate,316,import
2020-02-12,Lait,-518,export
2020-02-13,Ananas,287,import
2020-02-13,Lait,-360,export
2020-02-14,Ananas,631,import
2020-02-14,Courgette,57,adjustment
2020-02-14,Lait,-534,export
2020-02-14,Poivron,668,import
2020-02-15,Courgette,-638,export
2020-02-15,Tomate,417,import
2020-02-15,Tomate,571,import
2020-02-16,Tomate,609,import
2020-02-16,Banane,645,import
2020-02-17,Banane,396,import
2020-02-18,Banane,315,import
2020-02-18,Courgette,-320,export
2020-02-18,Courgette,242,import
2020-02-18,Banane,544,import
2020-02-18,Courgette,-213,export
2020-02-19,Tomate,402,import
2020-02-19,Banane,250,import
2020-02-19,Courgette,629,import
2020-02-20,Tomate,-248,export
2020-02-20,Banane,-271,export
2020-02-21,Courgette,-628,export
2020-02-22,Lait,530,import
2020-02-22,Banane,46,adjustment
2020-02-22,Banane,662,import
2020-02-23,Courgette,539,import
2020-02-24,Lait,-27,loss
2020-02-24,Poivron,203,import
2020-02-25,Banane,319,import
2020-02-25,Tomate,-690,export
2020-02-25,Ananas,527,import
2020-02-26,Ananas,-304,export
2020-02-26,Courgette,530,import
2020-02-26,Ananas,256,import
2020-02-28,Poivron,-200,export
2020-02-29,Tomate,542,import
2020-02-29,Poivron,320,import
2020-02-29,Courgette,-402,export
2020-02-29,Ananas,548,import
2020-03-01,Lait,-259,export
2020-03-02,Pomme,-20,loss
2020-03-03,Banane,200,import
2020-03-03,Banane,-659,export
2020-03-04,Banane,203,import
2020-03-04,Pomme,-3,loss
2020-03-06,Courgette,206,import
2020-03-07,Banane,647,import
2020-03-07,Pomme,698,import
2020-03-08,Banane,399,import
2020-03-10,Courgette,575,import
2020-03-11,Banane,365,import
2020-03-11,Pomme,-698,export
2020-03-13,Lait,-12,loss
2020-03-13,Lait,451,import
2020-03-16,Courgette,330,import
2020-03-17,Lait,-5,adjustment
2020-03-17,Courgette,66,adjustment
2020-03-17,Pomme,-234,export
2020-03-17,Pomme,643,import
2020-03-18,Pomme,666,import
2020-03-18,Courgette,652,import
2020-03-18,Banane,601,import
2020-03-19,Pomme,365,import
2020-03-19,Banane,42,adjustment
2020-03-20,Courgette,626,import
2020-03-20,Pomme,468,import
2020-03-21,Banane,-308,export
2020-03-21,Courgette,-464,export
2020-03-22,Banane,-591,export
2020-03-22,Pomme,-234,export
2020-03-22,Pomme,683,import
2020-03-24,Banane,9,adjustment
2020-03-24,Lait,244,import
2020-03-25,Banane,514,import
2020-03-27,Courgette,230,import
2020-03-27,Lait,-28,loss
2020-03-28,Courgette,-640,export
2020-03-28,Courgette,663,import
2020-03-29,Banane,-487,export
2020-03-31,Lait,-313,export
2020-04-01,Banane,210,import
2020-04-01,Courgette,-29,loss
2020-04-01,Banane,655,import
2020-04-02,Courgette,-2,loss
2020-04-04,Banane,-8,adjustment
2020-04-04,Pomme,6,adjustment
2020-04-04,Lait,419,import
2020-04-04,Banane,-664,export
2020-04-05,Banane,-24,adjustment
2020-04-05,Pomme,411,import
2020-04-06,Courgette,-317,export
2020-04-07,Banane,239,import
2020-04-07,Pomme,-399,export
2020-04-08,Pomme,390,import
2020-04-09,Pomme,416,import
2020-04-10,Lait,-494,export
2020-04-10,Courgette,-328,export
2020-04-11,Lait,-27,adjustment
2020-04-11,Lait,-9,loss
2020-04-12,Courgette,549,import
2020-04-12,Banane,519,import
2020-04-13,Banane,588,import
2020-04-14,Lait,-315,export
2020-04-15,Lait,359,import
2020-04-16,Banane,680,import
2020-04-16,Lait,559,import
2020-04-16,Pomme,-589,export
2020-04-17,Pomme,-412,export
2020-04-17,Pomme,393,import
2020-04-18,Banane,413,import
2020-04-18,Pomme,-17,loss
2020-04-19,Courgette,-405,export
2020-04-19,Courgette,541,import
2020-04-21,Lait,556,import
2020-04-22,Courgette,67,adjustment
2020-04-23,Lait,58,adjustment
2020-04-23,Lait,-573,export
2020-04-23,Banane,337,import
2020-04-24,Courgette,-354,export
2020-04-24,Courgette,-373,export
2020-04-25,Banane,554,import
2020-04-25,Courgette,-686,export
2020-04-25,Courgette,-485,export
2020-04-26,Lait,566,import
2020-04-27,Courgette,633,import
2020-04-30,Courgette,-396,export
2020-05-01,Carotte,606,import
2020-05-02,Banane,-338,export
2020-05-02,Carotte,284,import
2020-05-03,Banane,-478,export
2020-05-04,Banane,282,import
2020-05-05,Lait,553,import
2020-05-06,Carotte,494,import
2020-05-06,Lait,682,import
2020-05-07,Carotte,591,import
2020-05-07,Pomme,584,import
2020-05-08,Carotte,398,import
2020-05-08,Banane,514,import
2020-05-11,Pomme,-483,export
2020-05-11,Carotte,-425,export
2020-05-12,Courgette,-23,loss
2020-05-12,Lait,-14,loss
2020-05-12,Courgette,696,import
2020-05-13,Lait,-545,export
2020-05-13,Courgette,556,import
2020-05-13,Pomme,311,import
2020-05-13,Carotte,-206,export
2020-05-14,Lait,4,adjustment
2020-05-15,Courgette,421,import
2020-05-15,Banane,271,import
2020-05-15,Courgette,205,import
2020-05-15,Courgette,543,import
2020-05-16,Pomme,-318,export
2020-05-16,Lait,-452,export
2020-05-16,Lait,-29,loss
2020-05-19,Carotte,548,import
2020-05-20,Carotte,-695,export
2020-05-20,Pomme,636,import
2020-05-20,Lait,-496,export
2020-05-20,Lait,263,import
2020-05-21,Pomme,698,import
2020-05-21,Carotte,273,import
2020-05-22,Carotte,-363,export
2020-05-22,Lait,-570,export
2020-05-25,Banane,483,import
2020-05-25,Carotte,-486,export
2020-05-25,Banane,654,import
2020-05-26,Banane,491,import
2020-05-26,Banane,256,import
2020-05-27,Lait,242,import
2020-05-28,Courgette,13,adjustment
2020-05-29,Lait,228,import
2020-06-01,Pomme,-470,export
2020-06-01,Banane,-256,export
2020-06-02,Pomme,-656,export
2020-06-03,Lait,487,import
2020-06-05,Carotte,606,import
2020-06-05,Lait,674,import
2020-06-06,Banane,21,adjustment
2020-06-07,Carotte,214,import
2020-06-08,Pomme,222,import
2020-06-09,Banane,487,import
2020-06-09,Lait,461,import
2020-06-09,Lait,579,import
2020-06-11,Banane,-576,export
2020-06-12,Banane,390,import
2020-06-12,Lait,70,adjustment
2020-06-12,Banane,-505,export
2020-06-15,Carotte,416,import
2020-06-15,Banane,493,import
2020-06-15,Pomme,-347,export
2020-06-15,Lait,439,import
2020-06-17,Banane,-529,export
2020-06-18,Lait,-285,export
2020-06-18,Pomme,502,import
2020-06-18,Carotte,-223,export
2020-06-19,Carotte,449,import
2020-06-19,Banane,-325,export
2020-06-19,Banane,-443,export
2020-06-19,Banane,491,import
2020-06-22,Carotte,-399,export
2020-06-23,Carotte,572,import
2020-06-23,Lait,-639,export
2020-06-23,Pomme,606,import
2020-06-24,Carotte,528,import
2020-06-24,Lait,-531,export
2020-06-24,Lait,-525,export
2020-06-24,Pomme,-566,export
2020-06-26,Banane,-294,export
2020-06-26,Banane,-5,loss
2020-06-26,Lait,-220,export
2020-06-27,Pomme,-632,export
2020-06-28,Carotte,424,import
2020-06-30,Pomme,-658,export
2020-06-30,Carotte,257,import
2020-07-02,Banane,311,import
2020-07-02,Banane,411,import
2020-07-03,Banane,-331,export
2020-07-04,Lait,-9,loss
2020-07-04,Banane,289,import
2020-07-05,Banane,-7,adjustment
2020-07-05,Lait,391,import
2020-07-06,Banane,-17,loss
2020-07-06,Banane,373,import
2020-07-07,Banane,500,import
2020-07-08,Lait,-12,loss
2020-07-09,Carotte,228,import
2020-07-10,Banane,312,import
2020-07-10,Banane,409,import
2020-07-11,Banane,-633,export
2020-07-11,Carotte,212,import
2020-07-12,Carotte,-664,export
2020-07-14,Carotte,299,import
2020-07-14,Banane,675,import
2020-07-14,Banane,598,import
2020-07-16,Banane,-325,export
2020-07-17,Lait,-415,export
2020-07-18,Banane,512,import
2020-07-19,Carotte,-211,export
2020-07-20,Lait,-538,export
2020-07-23,Carotte,200,import
2020-07-23,Lait,447,import
2020-07-25,Carotte,451,import
2020-07-25,Carotte,-530,export
2020-07-25,Lait,455,import
2020-07-26,Banane,-592,export
2020-07-27,Banane,-238,export
2020-08-01,Banane,69,adjustment
2020-08-01,Carotte,47,adjustment
2020-08-03,Carotte,-437,export
2020-08-03,Lait,377,import
2020-08-03,Carotte,294,import
2020-08-05,Carotte,211,import
2020-08-07,Banane,-6,adjustment
2020-08-07,Carotte,371,import
2020-08-08,Lait,459,import
2020-08-09,Carotte,-507,export
2020-08-11,Lait,-24,loss
2020-08-11,Carotte,265,import
2020-08-11,Lait,511,import
2020-08-12,Lait,-293,export
2020-08-13,Lait,-453,export
2020-08-15,Banane,-582,export
2020-08-18,Carotte,-203,export
2020-08-19,Carotte,348,import
2020-08-19,Lait,301,import
2020-08-20,Lait,430,import
2020-08-20,Banane,-363,export
2020-08-22,Carotte,398,import
2020-08-22,Lait,-5,loss
2020-08-22,Lait,206,import
2020-08-23,Carotte,690,import
2020-08-25,Carotte,253,import
2020-08-26,Banane,-570,export
2020-08-26,Lait,53,adjustment
2020-08-26,Carotte,682,import
2020-08-26,Lait,599,import
2020-08-28,Lait,592,import
2020-08-30,Carotte,434,import
2020-09-01,Banane,481,import
2020-09-01,Lait,437,import
2020-09-01,Lait,294,import
2020-09-01,Banane,629,import
2020-09-04,Carotte,-292,export
2020-09-05,Lait,-534,export
2020-09-05,Lait,-648,export
2020-09-06,Lait,364,import
2020-09-06,Carotte,687,import
2020-09-07,Banane,26,adjustment
2020-09-08,Carotte,-543,export
2020-09-08,Tomate,-477,export
2020-09-09,Tomate,684,import
2020-09-10,Banane,527,import
2020-09-11,Carotte,483,import
2020-09-12,Tomate,-254,export
2020-09-12,Tomate,349,import
2020-09-13,Tomate,445,import
2020-09-14,Lait,-670,export
2020-09-16,Lait,501,import
2020-09-17,Banane,-398,export
2020-09-18,Tomate,-260,export
2020-09-18,Banane,-550,export
2020-09-19,Carotte,-25,loss
2020-09-19,Banane,344,import
2020-09-19,Tomate,-652,export
2020-09-20,Tomate,-451,export
2020-09-21,Banane,66,adjustment
2020-09-22,Lait,558,import
2020-09-22,Banane,310,import
2020-09-23,Tomate,-620,export
2020-09-23,Tomate,-591,export
2020-09-25,Tomate,-304,export
2020-09-26,Tomate,549,import
2020-09-26,Carotte,538,import
2020-09-27,Banane,429,import
2020-09-28,Tomate,547,import
2020-09-28,Carotte,-412,export
2020-09-29,Lait,-3,loss
2020-10-02,Tomate,-547,export
2020-10-02,Banane,639,import
2020-10-02,Banane,615,import
2020-10-03,Tomate,652,import
2020-10-04,Lait,379,import
2020-10-05,Poivron,499,import
2020-10-05,Poivron,-508,export
2020-10-07,Poivron,374,import
2020-10-07,Lait,271,import
2020-10-08,Poivron,339,import
2020-10-08,Tomate,261,import
2020-10-09,Lait,269,import
2020-10-11,Lait,350,import
2020-10-11,Lait,577,import
2020-10-12,Lait,557,import
2020-10-12,Lait,608,import
2020-10-12,Banane,679,import
2020-10-13,Poivron,688,import
2020-10-13,Tomate,695,import
2020-10-14,Banane,372,import
2020-10-15,Lait,494,import
2020-10-15,Lait,-249,export
2020-10-15,Poivron,556,import
2020-10-17,Tomate,622,import
2020-10-19,Lait,415,import
2020-10-20,Lait,323,import
2020-10-21,Lait,633,import
2020-10-22,Tomate,591,import
2020-10-25,Lait,-680,export
